Covered bowl,Unidentified Artist,Unknown Date,"21.175.49a, b",White jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49239.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,33.40.79,Lacquer on pewter,China,https://images.metmuseum.org/CRDImages/as/mobile-large/33_40_79_O1.JPG,The Metropolitan Museum of Art
Snuff bottle with theatrical scene,Unidentified Artist,late 19th century,1993.386.31,"Porcelain with underglaze red and blue, glass stopper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_386_31_O1_sf.jpg,The Metropolitan Museum of Art
Implement to loosen knots,Unidentified Artist,Unknown Date,13.40.113,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15225.jpg,The Metropolitan Museum of Art
Cap-Shaped Plaque with Lion,Unidentified Artist,7th–9th century,2002.556.35,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271869.jpg,The Metropolitan Museum of Art
Study Pavilion and Plum Trees: Page from The Mustard Seed Garden Manual of Painting,Li Cheng,Unknown Date,CP48,Polychrome woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/CP48.jpg,The Metropolitan Museum of Art
Ewer with Cover,Unidentified Artist,12th century,"1970.3a, b",Porcelain (Qingbai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1970_3ab_O3_sf.jpg,The Metropolitan Museum of Art
Hair Ornament,Unidentified Artist,Unknown Date,25.186.6,Silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/25_186_6.JPG,The Metropolitan Museum of Art
"Rank Badge with Egret
",Unidentified Artist,late 18th–early 19th century,30.75.876,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79785.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,Unknown Date,26.292.28,Stoneware with glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_28_O1_sf.jpg,The Metropolitan Museum of Art
Bottle (one of a pair),Unidentified Artist,ca. 1700–22,66.206.3,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/66_206_3_O1.jpg,The Metropolitan Museum of Art
Girdle ornament,Unidentified Artist,Unknown Date,11.190.191,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_191_11824.jpg,The Metropolitan Museum of Art
"White Crane Mountain, leaf from Album for Zhou Lianggong",Ye Xin,datable to 1654–55,64.268.2,Leaf from a collective album of many leaves; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153914.jpg,The Metropolitan Museum of Art
Handle-shaped blade,Unidentified Artist,10th–9th century BCE,1985.214.96,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/5TH-7394-ENG-44783-1.mp3,The Metropolitan Museum of Art
Seal,Unidentified Artist,Unknown Date,24.13.50,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_13_50_O2.jpg,The Metropolitan Museum of Art
Ewer,Unidentified Artist,Unknown Date,1981.468,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/226977.jpg,The Metropolitan Museum of Art
Poems by Famous Literati in Nanjing,Liu Xiang,16th–17th century,1989.363.87,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1989_363_87_O.JPG,The Metropolitan Museum of Art
"Water jar in the shape of a flower

",Unidentified Artist,19th century,"65.86.169a, b",Carnelian,China,https://images.metmuseum.org/CRDImages/as/mobile-large/183850.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.479,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79018.jpg,The Metropolitan Museum of Art
Vase with birds and flowers,Unidentified Artist,late 17th–early 18th century,14.40.36,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_36_O1_sf.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,Unknown Date,50.145.297,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/149551.jpg,The Metropolitan Museum of Art
Figure of a woman,Unidentified Artist,4th–3rd century BCE,43.56.4,Baked clay,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-43_56_4_001.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.224a, b",Murrhina agate with green glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_224ab_O1.jpg,The Metropolitan Museum of Art
Covered vase,Unidentified Artist,19th century,"21.175.88a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49262.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,late 18th–early 19th century,"14.40.451a, b","Rock crystal with coral and glass stopper

 
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295135.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.588a, b",Soft paste porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_588_O1.jpg,The Metropolitan Museum of Art
Ceremonial Vessel,Unidentified Artist,Unknown Date,58.103,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_103.JPG,The Metropolitan Museum of Art
Standing Guanyin,Unidentified Artist,Unknown Date,58.148.2,"Mud and plant fiber, polychrome and gilt",China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_148_2_F.JPG,The Metropolitan Museum of Art
Box with Landscape Scenes and Auspicious Emblems,Unidentified Artist,18th–early 19th century,"81.1.611a, b","Carved red, green, and black lacquer",China,https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_611ab_TQ.JPG,The Metropolitan Museum of Art
Bottle decorated with peonies,Unidentified Artist,13th–early 14th century,1991.253.21,Stoneware with sgraffito design (Cizhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_253_21.jpg,The Metropolitan Museum of Art
"Crane, pine, and rock",Chen Zhaofeng,late 19th century,2018.148,Set of four hanging scrolls mounted on a Japanese bi-fold screen; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16225-003.jpg,The Metropolitan Museum of Art
Snuff bottle with scene of Peking Opera,Unidentified Artist,late 19th century,1993.386.10,"Porcelain with underglaze red and blue, jadeite stopper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295301.jpg,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,16th century,46.186.33,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176062.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.466,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14435.jpg,The Metropolitan Museum of Art
A Happy Marriage Symbolized by the Golden Sparrow,Unidentified Artist,19th century,CP351,Polychrome woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/CP351_O.jpg,The Metropolitan Museum of Art
Fragment of Rug Border,Unidentified Artist,18th century,46.99,"Foundation: cotton warp and weft;  silk, metallic thread","China, Turkestan",https://images.metmuseum.org/CRDImages/as/mobile-large/181811.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,12th–13th century,18.56.51,Stoneware with light blue glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/18_56_51_03.jpg,The Metropolitan Museum of Art
Page from the Mustard Seed Garden Manual of Painting,Wang Gai,"first edition, printed 1679",CP10,Woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-26839-001.jpg,The Metropolitan Museum of Art
Double gourd vase,Unidentified Artist,19th century,65.86.47,Porcelain with crackled yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-65_86_47_whs-002.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,late 12th–13th century,26.292.26,Stoneware with blue glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_26_S1_sf.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,19th century,1971.117.17,Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1971_117_17.jpg,The Metropolitan Museum of Art
Mater Dolorosa (Mourning Virgin),Unidentified Artist,18th century,"2002.133a, b","Wood with pigments, gilding, ivory and silver",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT5389.jpg,The Metropolitan Museum of Art
Dish with mandarin ducks and lotuses,Unidentified Artist,late 15th–early 16th century,2011.111,"Cloisonné enamel
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/2011_111_O1.jpg,The Metropolitan Museum of Art
Wine Cup with Bamboo (one of a pair),Unidentified Artist,Unknown Date,65.86.62,"Porcelain painted with cobalt blue under and colored enamels over transparent glaze

(Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP260938.jpg,The Metropolitan Museum of Art
Vase with flowers,Unidentified Artist,late 17th–early 18th century,"29.149.27a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/78411.jpg,The Metropolitan Museum of Art
Circular Food Box with Dragons and the Character Shou (Longevity),Unidentified Artist,18th–19th century,"2015.500.1.64a, b","Black and red lacquer painted with gold, lacquer, and oil colors",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704102.jpg,The Metropolitan Museum of Art
Statuette of a Female Figure,Unidentified Artist,20th century,1993.480.3,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_480_3.jpg,The Metropolitan Museum of Art
Paperweight,Unidentified Artist,Unknown Date,02.18.714,"Nephrite, light spinach-green with black inclusions, and a light gray caused by calcination",China,https://images.metmuseum.org/CRDImages/as/mobile-large/32873.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.982a, b","Agate, mottled",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_982.JPG,The Metropolitan Museum of Art
Bowl,Unidentified Artist,13th century,16.20.2,Stoneware with celadon glaze (Longquan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_20_03.jpg,The Metropolitan Museum of Art
Vase with immortals,Unidentified Artist,18th century,14.40.229,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/20746.jpg,The Metropolitan Museum of Art
Dish with Gardenia,Unidentified Artist,late 16th century,19.28.10,"Porcelain painted with cobalt blue under and colored enamel over transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-087.jpg,The Metropolitan Museum of Art
Rank Badge with Mandarin Duck,Unidentified Artist,late 18th century,30.75.966,Silk on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79907.jpg,The Metropolitan Museum of Art
Cricket cage,Unidentified Artist,18th–19th century,28.186.43,"Gourd, ivory",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_43.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,21.175.408,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/62547.jpg,The Metropolitan Museum of Art
Poems from the Pavilion of Fundamental Truth (Zhenyi Ting),Zhou Lianggong,Undated,2015.784.2,Album of twenty-eight leaves; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13240-001.jpg,The Metropolitan Museum of Art
Mirror,Unidentified Artist,19th century,44.136.12,"Glass, silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14261.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,19th century,1971.117.11,Aventurine,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1971_117_11.jpg,The Metropolitan Museum of Art
Meiping vase,Unidentified Artist,early 18th century,14.40.244,Porcelain with crackled green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_244_whs-004.jpg,The Metropolitan Museum of Art
Panel with Flowers in Vase and Scholar&#39;s Objects,Unidentified Artist,18th century,2007.402,Silk and metallic-thread embroidery with small pearls on woven silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156758.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,late 18th–19th century,14.40.320,Porcelain with crackled yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_320_O1.jpg,The Metropolitan Museum of Art
Food Serving Vessel (Gui),Unidentified Artist,12th century BCE,62.217,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP218262.jpg,The Metropolitan Museum of Art
Oval Dish,Unidentified Artist,Unknown Date,02.18.360,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_360_O1_sf.jpg,The Metropolitan Museum of Art
Hat Ornament,Unidentified Artist,Unknown Date,66.191.15a–c,"Silk, metallic thread, seed pearls",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14456.jpg,The Metropolitan Museum of Art
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP108,Individual leaf from a printed book; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-CP108_001.jpg,The Metropolitan Museum of Art
Disc (Bi),Unidentified Artist,2nd century BCE,2008.286,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP162893.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,15th–16th century,29.100.267,Stoneware with dark blue and green glaze (Shanxi ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_267_whs-001.jpg,The Metropolitan Museum of Art
Covered Box,Unidentified Artist,19th century,"21.175.87a, b",Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49295.jpg,The Metropolitan Museum of Art
Warrior,Unidentified Artist,late 6th–7th century,"2019.193.9a, b",Glazed earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20779-001.jpg,The Metropolitan Museum of Art
The Generous Virtue Study,Jian Guzhai,late 19th–early 20th century,30.76.221,Pine soot and binding medium; inscribed in gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_221_B.jpg,The Metropolitan Museum of Art
Incense Burner,Unidentified Artist,Unknown Date,29.110.26a–c,Cloisonné enamel on gilt copper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_26.JPG,The Metropolitan Museum of Art
Garment hook in the shape of a phoenix,Unidentified Artist,19th century,02.18.475,"Jade (nephrite)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-009.jpg,The Metropolitan Museum of Art
Belt Buckle with Animal-Combat Scene,Unidentified Artist,3rd–2nd century BCE,2002.201.103,Gilded bronze,North China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_103.JPG,The Metropolitan Museum of Art
Vase with floral scrolls,Unidentified Artist,late 17th–early 18th century,14.40.294,Soft-paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_294_whs-002.jpg,The Metropolitan Museum of Art
